제작자,차명,생산기간(부터),생산기간(까지),리콜개시일,리콜사유
폭스바겐그룹코리아 주식회사,A6 40 TDI,2020-07-20,2021-03-26,2025-04-15,"특정 기간 동안 생산/수입된 일부 차량에 장착된 계기판 관련 소프트웨어의 설계적인 문제로 인하여, 계기판 내부의 케이블이 경미하게 손상되는 경우에도 계기판이 꺼질 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,A6 40 TDI Premium,2020-07-20,2021-03-30,2025-04-15,"특정 기간 동안 생산/수입된 일부 차량에 장착된 계기판 관련 소프트웨어의 설계적인 문제로 인하여, 계기판 내부의 케이블이 경미하게 손상되는 경우에도 계기판이 꺼질 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,A6 40 TDI qu. Premium,2020-07-20,2021-03-25,2025-04-15,"특정 기간 동안 생산/수입된 일부 차량에 장착된 계기판 관련 소프트웨어의 설계적인 문제로 인하여, 계기판 내부의 케이블이 경미하게 손상되는 경우에도 계기판이 꺼질 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,A6 45 TDI qu. Premium,2020-07-20,2021-03-29,2025-04-15,"특정 기간 동안 생산/수입된 일부 차량에 장착된 계기판 관련 소프트웨어의 설계적인 문제로 인하여, 계기판 내부의 케이블이 경미하게 손상되는 경우에도 계기판이 꺼질 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,A6 45 TFSI,2020-07-20,2021-03-29,2025-04-15,"특정 기간 동안 생산/수입된 일부 차량에 장착된 계기판 관련 소프트웨어의 설계적인 문제로 인하여, 계기판 내부의 케이블이 경미하게 손상되는 경우에도 계기판이 꺼질 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,A6 45 TFSI Premium,2020-07-20,2021-04-01,2025-04-15,"특정 기간 동안 생산/수입된 일부 차량에 장착된 계기판 관련 소프트웨어의 설계적인 문제로 인하여, 계기판 내부의 케이블이 경미하게 손상되는 경우에도 계기판이 꺼질 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,A6 45 TFSI qu. Premium,2020-07-21,2021-03-31,2025-04-15,"특정 기간 동안 생산/수입된 일부 차량에 장착된 계기판 관련 소프트웨어의 설계적인 문제로 인하여, 계기판 내부의 케이블이 경미하게 손상되는 경우에도 계기판이 꺼질 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,A6 50 TDI qu. Premium,2020-07-20,2021-03-15,2025-04-15,"특정 기간 동안 생산/수입된 일부 차량에 장착된 계기판 관련 소프트웨어의 설계적인 문제로 인하여, 계기판 내부의 케이블이 경미하게 손상되는 경우에도 계기판이 꺼질 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,A7 45 TDI qu. Premium,2020-07-20,2020-10-13,2025-04-15,"특정 기간 동안 생산/수입된 일부 차량에 장착된 계기판 관련 소프트웨어의 설계적인 문제로 인하여, 계기판 내부의 케이블이 경미하게 손상되는 경우에도 계기판이 꺼질 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,A7 50 TDI qu. Premium,2020-07-20,2021-03-19,2025-04-15,"특정 기간 동안 생산/수입된 일부 차량에 장착된 계기판 관련 소프트웨어의 설계적인 문제로 인하여, 계기판 내부의 케이블이 경미하게 손상되는 경우에도 계기판이 꺼질 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,A7 55 TFSI qu. Premium,2020-07-24,2021-02-17,2025-04-15,"특정 기간 동안 생산/수입된 일부 차량에 장착된 계기판 관련 소프트웨어의 설계적인 문제로 인하여, 계기판 내부의 케이블이 경미하게 손상되는 경우에도 계기판이 꺼질 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,A8 50 TDI LWB qu.,2021-03-15,2021-04-09,2025-04-15,"특정 기간 동안 생산/수입된 일부 차량에 장착된 계기판 관련 소프트웨어의 설계적인 문제로 인하여, 계기판 내부의 케이블이 경미하게 손상되는 경우에도 계기판이 꺼질 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,A8 50 TDI qu.,2021-03-15,2021-04-15,2025-04-15,"특정 기간 동안 생산/수입된 일부 차량에 장착된 계기판 관련 소프트웨어의 설계적인 문제로 인하여, 계기판 내부의 케이블이 경미하게 손상되는 경우에도 계기판이 꺼질 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,A8 55 TFSI LWB qu.,2020-11-18,2021-04-09,2025-04-15,"특정 기간 동안 생산/수입된 일부 차량에 장착된 계기판 관련 소프트웨어의 설계적인 문제로 인하여, 계기판 내부의 케이블이 경미하게 손상되는 경우에도 계기판이 꺼질 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,A8 60 TFSI LWB qu.,2020-11-30,2021-04-08,2025-04-15,"특정 기간 동안 생산/수입된 일부 차량에 장착된 계기판 관련 소프트웨어의 설계적인 문제로 인하여, 계기판 내부의 케이블이 경미하게 손상되는 경우에도 계기판이 꺼질 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,Q7 45 TDI qu.,2020-07-02,2020-09-21,2025-04-15,"특정 기간 동안 생산/수입된 일부 차량에 장착된 계기판 관련 소프트웨어의 설계적인 문제로 인하여, 계기판 내부의 케이블이 경미하게 손상되는 경우에도 계기판이 꺼질 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,Q7 45 TDI qu. Premium,2020-07-02,2020-09-22,2025-04-15,"특정 기간 동안 생산/수입된 일부 차량에 장착된 계기판 관련 소프트웨어의 설계적인 문제로 인하여, 계기판 내부의 케이블이 경미하게 손상되는 경우에도 계기판이 꺼질 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,Q7 50 TDI qu. Premium,2020-07-02,2020-09-16,2025-04-15,"특정 기간 동안 생산/수입된 일부 차량에 장착된 계기판 관련 소프트웨어의 설계적인 문제로 인하여, 계기판 내부의 케이블이 경미하게 손상되는 경우에도 계기판이 꺼질 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,Q7 55 TFSI qu. Premium,2020-09-23,2021-03-18,2025-04-15,"특정 기간 동안 생산/수입된 일부 차량에 장착된 계기판 관련 소프트웨어의 설계적인 문제로 인하여, 계기판 내부의 케이블이 경미하게 손상되는 경우에도 계기판이 꺼질 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,Q8 45 TDI qu.,2021-03-18,2021-03-18,2025-04-15,"특정 기간 동안 생산/수입된 일부 차량에 장착된 계기판 관련 소프트웨어의 설계적인 문제로 인하여, 계기판 내부의 케이블이 경미하게 손상되는 경우에도 계기판이 꺼질 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,Q8 45 TDI qu. Premium,2020-07-02,2020-09-26,2025-04-15,"특정 기간 동안 생산/수입된 일부 차량에 장착된 계기판 관련 소프트웨어의 설계적인 문제로 인하여, 계기판 내부의 케이블이 경미하게 손상되는 경우에도 계기판이 꺼질 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,Q8 50 TDI qu. Premium,2020-07-02,2020-10-03,2025-04-15,"특정 기간 동안 생산/수입된 일부 차량에 장착된 계기판 관련 소프트웨어의 설계적인 문제로 인하여, 계기판 내부의 케이블이 경미하게 손상되는 경우에도 계기판이 꺼질 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,Q8 55 TFSI qu. Premium,2020-09-17,2021-03-15,2025-04-15,"특정 기간 동안 생산/수입된 일부 차량에 장착된 계기판 관련 소프트웨어의 설계적인 문제로 인하여, 계기판 내부의 케이블이 경미하게 손상되는 경우에도 계기판이 꺼질 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,RS6 Avant,2021-02-11,2021-03-31,2025-04-15,"특정 기간 동안 생산/수입된 일부 차량에 장착된 계기판 관련 소프트웨어의 설계적인 문제로 인하여, 계기판 내부의 케이블이 경미하게 손상되는 경우에도 계기판이 꺼질 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,RS7,2021-02-11,2021-03-24,2025-04-15,"특정 기간 동안 생산/수입된 일부 차량에 장착된 계기판 관련 소프트웨어의 설계적인 문제로 인하여, 계기판 내부의 케이블이 경미하게 손상되는 경우에도 계기판이 꺼질 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,RSQ8,2021-01-29,2021-03-15,2025-04-15,"특정 기간 동안 생산/수입된 일부 차량에 장착된 계기판 관련 소프트웨어의 설계적인 문제로 인하여, 계기판 내부의 케이블이 경미하게 손상되는 경우에도 계기판이 꺼질 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,S6 TDI,2020-07-20,2021-03-22,2025-04-15,"특정 기간 동안 생산/수입된 일부 차량에 장착된 계기판 관련 소프트웨어의 설계적인 문제로 인하여, 계기판 내부의 케이블이 경미하게 손상되는 경우에도 계기판이 꺼질 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,S7 TDI,2020-07-21,2021-02-26,2025-04-15,"특정 기간 동안 생산/수입된 일부 차량에 장착된 계기판 관련 소프트웨어의 설계적인 문제로 인하여, 계기판 내부의 케이블이 경미하게 손상되는 경우에도 계기판이 꺼질 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,S8 LWB qu.,2020-11-23,2021-04-09,2025-04-15,"특정 기간 동안 생산/수입된 일부 차량에 장착된 계기판 관련 소프트웨어의 설계적인 문제로 인하여, 계기판 내부의 케이블이 경미하게 손상되는 경우에도 계기판이 꺼질 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,SQ8 TDI,2020-08-04,2020-10-01,2025-04-15,"특정 기간 동안 생산/수입된 일부 차량에 장착된 계기판 관련 소프트웨어의 설계적인 문제로 인하여, 계기판 내부의 케이블이 경미하게 손상되는 경우에도 계기판이 꺼질 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,Q8 qu.,2020-09-17,2020-09-17,2025-04-15,"특정 기간 동안 생산/수입된 일부 차량에 장착된 계기판 관련 소프트웨어의 설계적인 문제로 인하여, 계기판 내부의 케이블이 경미하게 손상되는 경우에도 계기판이 꺼질 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,Q6 e-tron performance,2024-11-22,2025-03-03,2025-04-16,"특정 기간 동안 생산/수입된 일부 차량에 탑재된 카메라 컨트롤 유닛 소프트웨어 오류로 인하여, 주차 시스템이 활성화되어도 카메라 컨트롤 유닛이 대기 모드 상태로 있어 후방카메라 이미지가 표시되지 않을 수 있습니다. 이는 ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제53조의2(후방보행자 안전장치)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다"
폭스바겐그룹코리아 주식회사,Q6 e-tron quattro Premium,2024-11-22,2025-03-03,2025-04-16,"특정 기간 동안 생산/수입된 일부 차량에 탑재된 카메라 컨트롤 유닛 소프트웨어 오류로 인하여, 주차 시스템이 활성화되어도 카메라 컨트롤 유닛이 대기 모드 상태로 있어 후방카메라 이미지가 표시되지 않을 수 있습니다. 이는 ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제53조의2(후방보행자 안전장치)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다"
폭스바겐그룹코리아 주식회사,SQ6 e-tron,2025-01-13,2025-02-12,2025-04-16,"특정 기간 동안 생산/수입된 일부 차량에 탑재된 카메라 컨트롤 유닛 소프트웨어 오류로 인하여, 주차 시스템이 활성화되어도 카메라 컨트롤 유닛이 대기 모드 상태로 있어 후방카메라 이미지가 표시되지 않을 수 있습니다. 이는 ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제53조의2(후방보행자 안전장치)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다"
화창상사(주),ROADMASTER LIMITED,2024-12-05,2024-12-05,2025-04-18,제작 과정에서 연료펌프 배선 연결 단자가 설계사양(압착정도)에 못 미치게 조립되어 연료펌프 고장 및 시동 꺼짐 가능성
화창상사(주),CHALLENGER DARK HORSE,2024-12-02,2024-12-02,2025-04-18,제작 과정에서 연료펌프 배선 연결 단자가 설계사양(압착정도)에 못 미치게 조립되어 연료펌프 고장 및 시동 꺼짐 가능성
화창상사(주),CHIEFTAIN DARK HORSE,2024-12-04,2024-12-04,2025-04-18,제작 과정에서 연료펌프 배선 연결 단자가 설계사양(압착정도)에 못 미치게 조립되어 연료펌프 고장 및 시동 꺼짐 가능성
한국지엠주식회사,카마로,2016-11-09,2016-11-09,2025-04-21,"토크 센서 커넥터 핀이 PCB(회로기판)에 조립될 때 잘 못된 방향으로 조립되어 차량의 진동 등에 의해 커넥터 핀이 휘어져 접촉 불량이 발생할 가능성이 있고, 이로 인해 전동식 조향장치 내부의 토크 센서 커넥터가 간헐적인 접촉 불량으로 주행 중 조향 시 구동모터의 기능이 상실될 가능성이 있음."
지엠아시아퍼시픽지역본부 주식회사,ATS,2017-05-05,2017-05-05,2025-04-21,"토크 센서 커넥터 핀이 PCB(회로기판)에 조립될 때 잘 못된 방향으로 조립되어 차량의 진동 등에 의해 커넥터 핀이 휘어져 접촉 불량이 발생할 가능성이 있고, 이로 인해 전동식 조향장치 내부의 토크 센서 커넥터가 간헐적인 접촉 불량으로 주행 중 조향 시 구동모터의 기능이 상실될 가능성이 있음."
지엠아시아퍼시픽지역본부 주식회사,CTS,2016-11-09,2016-11-18,2025-04-21,"토크 센서 커넥터 핀이 PCB(회로기판)에 조립될 때 잘 못된 방향으로 조립되어 차량의 진동 등에 의해 커넥터 핀이 휘어져 접촉 불량이 발생할 가능성이 있고, 이로 인해 전동식 조향장치 내부의 토크 센서 커넥터가 간헐적인 접촉 불량으로 주행 중 조향 시 구동모터의 기능이 상실될 가능성이 있음."
비엠더블유코리아(주),R 18,2020-06-17,2022-09-20,2025-04-21,후진보조장치 제어 유닛 제조 공정상의 부적합한 실링으로 습기가 내부로 침투할 가능성이 있습니다.
비엠더블유코리아(주),R 18 CLASSIC,2020-10-06,2023-05-17,2025-04-21,후진보조장치 제어 유닛 제조 공정상의 부적합한 실링으로 습기가 내부로 침투할 가능성이 있습니다.
비엠더블유코리아(주),R 18 B,2021-05-28,2023-11-17,2025-04-21,후진보조장치 제어 유닛 제조 공정상의 부적합한 실링으로 습기가 내부로 침투할 가능성이 있습니다.
비엠더블유코리아(주),R 18 TRANSCONTINENTAL,2021-05-31,2023-11-13,2025-04-21,후진보조장치 제어 유닛 제조 공정상의 부적합한 실링으로 습기가 내부로 침투할 가능성이 있습니다.
비엠더블유코리아(주),R 18 ROCTANE,2023-04-24,2024-03-01,2025-04-21,후진보조장치 제어 유닛 제조 공정상의 부적합한 실링으로 습기가 내부로 침투할 가능성이 있습니다.
폭스바겐그룹코리아 주식회사,A7 55 TFSI e qu. Premium,2023-09-21,2023-10-13,2025-04-23,"특정 기간 동안 생산/수입된 일부 차량에 탑재된 고전압 배터리의 생산 공정에서 제조 편차가 발생하였을 가능성이 있습니다. 이로 인하여, 셀 양극의 미세 결함 혹은 셀 분리막층에서 국부적인 응력이 발생할 수 있습니다."
폭스바겐그룹코리아 주식회사,Q6 e-tron performance,2024-11-22,2024-12-16,2025-04-23,"특정 기간 동안 생산/수입된 일부 차량에 탑재된 카메라 생산 과정에서 세척 공정이 올바르게 수행되지 않았을 가능성이 있습니다. 이로 인하여, 카메라 하우징 접합이 불충분하여 수분 유입 가능성이 있습니다. 이는 ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제53조의2(후방보행자 안전장치)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다."
현대자동차(주),GV70 (JK1 PE),2024-12-16,2025-03-27,2025-04-24,"GV70(JK1 PE), GV70 Electrified(JK1 EV PE), 아이오닉9(ME1) 일부 차량에서 에어백 제어장치(ACU) 소프트웨어 설계 오류로 차량 시동시 에어백 제어장치(ACU) 프로그램 구동 오류가 발생하여 에어백 경고등 점등과 에어백이 미전개되며 안전운행에 지장을 줄 가능성이 있는 결함"
현대자동차(주),GV70 Electrified (JK1 EV PE),2024-12-31,2025-04-01,2025-04-24,"GV70(JK1 PE), GV70 Electrified(JK1 EV PE), 아이오닉9(ME1) 일부 차량에서 에어백 제어장치(ACU) 소프트웨어 설계 오류로 차량 시동시 에어백 제어장치(ACU) 프로그램 구동 오류가 발생하여 에어백 경고등 점등과 에어백이 미전개되며 안전운행에 지장을 줄 가능성이 있는 결함"
현대자동차(주),아이오닉9(ME1),2024-12-26,2025-03-11,2025-04-24,"GV70(JK1 PE), GV70 Electrified(JK1 EV PE), 아이오닉9(ME1) 일부 차량에서 에어백 제어장치(ACU) 소프트웨어 설계 오류로 차량 시동시 에어백 제어장치(ACU) 프로그램 구동 오류가 발생하여 에어백 경고등 점등과 에어백이 미전개되며 안전운행에 지장을 줄 가능성이 있는 결함"
포르쉐코리아 주식회사,마칸,2024-11-25,2025-03-04,2025-04-24,"후방카메라 소프트웨어 오류 주차 시스템 소프트웨어에 설치된 초기 데이터 세트에 문제가 있어, 드물게는 주차 시스템이 대기 모드에서 작동하지 않거나, 카메라와 일부 제어 장치 간 이더넷 통신 문제를 일으킬 수 있습니다."
포르쉐코리아 주식회사,마칸 4,2024-11-25,2025-03-27,2025-04-24,"후방카메라 소프트웨어 오류 주차 시스템 소프트웨어에 설치된 초기 데이터 세트에 문제가 있어, 드물게는 주차 시스템이 대기 모드에서 작동하지 않거나, 카메라와 일부 제어 장치 간 이더넷 통신 문제를 일으킬 수 있습니다."
포르쉐코리아 주식회사,마칸 4S,2024-10-30,2025-03-24,2025-04-24,"후방카메라 소프트웨어 오류 주차 시스템 소프트웨어에 설치된 초기 데이터 세트에 문제가 있어, 드물게는 주차 시스템이 대기 모드에서 작동하지 않거나, 카메라와 일부 제어 장치 간 이더넷 통신 문제를 일으킬 수 있습니다."
포르쉐코리아 주식회사,마칸 터보,2024-10-14,2025-03-12,2025-04-24,"후방카메라 소프트웨어 오류 주차 시스템 소프트웨어에 설치된 초기 데이터 세트에 문제가 있어, 드물게는 주차 시스템이 대기 모드에서 작동하지 않거나, 카메라와 일부 제어 장치 간 이더넷 통신 문제를 일으킬 수 있습니다."
주식회사 모빌리티네트웍스,SE-A2밴,2023-05-01,2023-08-31,2025-04-25,제작결함이 있는 구조 / 장치 : 동승석 좌석 - 제작결함의 원인: 동승석 좌석과 차체 연결 힌지의 용접상태 불량 확인 (2023년 8월 25일 생산 限)
주식회사 모빌리티네트웍스,SE-A2밴,2023-05-01,2023-08-31,2025-04-25,제작결함이 있는 구조 / 장치 : 제동장치 - 제작결함의 원인 : 제동장치의 소프트웨어 설계 오류(안전기준 부적합)로 인해 주행 중 브레이크페달을 밟더라도 제동거리가 기준치 초과하거나 감속도가 기준치에 못 미칠 수 있음
폭스바겐그룹코리아 주식회사,A5 40 TFSI qu.,2025-04-01,2025-04-15,2025-04-29,특정 기간에 생산된 일부 차량의 전방 동승자석 에어백에 결함이 있는 가스 생성기가 장착되었을 가능성이 있습니다.
폭스바겐그룹코리아 주식회사,A5 45 TFSI qu. Premium,2025-04-02,2025-04-14,2025-04-29,특정 기간에 생산된 일부 차량의 전방 동승자석 에어백에 결함이 있는 가스 생성기가 장착되었을 가능성이 있습니다.
폭스바겐그룹코리아 주식회사,A6 e-tron performance,2025-03-27,2025-04-07,2025-04-29,특정 기간에 생산된 일부 차량의 전방 동승자석 에어백에 결함이 있는 가스 생성기가 장착되었을 가능성이 있습니다.
폭스바겐그룹코리아 주식회사,Q6 e-tron performance,2025-04-07,2025-04-07,2025-04-29,특정 기간에 생산된 일부 차량의 전방 동승자석 에어백에 결함이 있는 가스 생성기가 장착되었을 가능성이 있습니다.
만트럭버스코리아(주),TGL 카고,2023-06-19,2023-10-04,2025-04-30,규격에 맞지 않거나 불량 시가 커넥터를 사용시에 접촉 불량으로 인해 소켓에 지속적인 진동 및 마찰이 증가하여 (접촉 저항이 증가) 소켓에 열과 아크가 발생하여 24V 소켓이 과열 될 수 있습니다.
만트럭버스코리아(주),TGM 카고,2023-06-16,2023-08-07,2025-04-30,규격에 맞지 않거나 불량 시가 커넥터를 사용시에 접촉 불량으로 인해 소켓에 지속적인 진동 및 마찰이 증가하여 (접촉 저항이 증가) 소켓에 열과 아크가 발생하여 24V 소켓이 과열 될 수 있습니다.
만트럭버스코리아(주),TGM 카고,2023-06-15,2023-06-30,2025-04-30,규격에 맞지 않거나 불량 시가 커넥터를 사용시에 접촉 불량으로 인해 소켓에 지속적인 진동 및 마찰이 증가하여 (접촉 저항이 증가) 소켓에 열과 아크가 발생하여 24V 소켓이 과열 될 수 있습니다.
만트럭버스코리아(주),TGM 카고,2023-07-10,2023-11-09,2025-04-30,규격에 맞지 않거나 불량 시가 커넥터를 사용시에 접촉 불량으로 인해 소켓에 지속적인 진동 및 마찰이 증가하여 (접촉 저항이 증가) 소켓에 열과 아크가 발생하여 24V 소켓이 과열 될 수 있습니다.
만트럭버스코리아(주),TGS 카고,2023-06-16,2023-10-25,2025-04-30,규격에 맞지 않거나 불량 시가 커넥터를 사용시에 접촉 불량으로 인해 소켓에 지속적인 진동 및 마찰이 증가하여 (접촉 저항이 증가) 소켓에 열과 아크가 발생하여 24V 소켓이 과열 될 수 있습니다.
만트럭버스코리아(주),TGX 트랙터,2023-06-12,2023-11-13,2025-04-30,규격에 맞지 않거나 불량 시가 커넥터를 사용시에 접촉 불량으로 인해 소켓에 지속적인 진동 및 마찰이 증가하여 (접촉 저항이 증가) 소켓에 열과 아크가 발생하여 24V 소켓이 과열 될 수 있습니다.
만트럭버스코리아(주),TGX 트랙터,2023-10-12,2023-11-03,2025-04-30,규격에 맞지 않거나 불량 시가 커넥터를 사용시에 접촉 불량으로 인해 소켓에 지속적인 진동 및 마찰이 증가하여 (접촉 저항이 증가) 소켓에 열과 아크가 발생하여 24V 소켓이 과열 될 수 있습니다.
만트럭버스코리아(주),TGX 트랙터,2023-06-23,2023-07-18,2025-04-30,규격에 맞지 않거나 불량 시가 커넥터를 사용시에 접촉 불량으로 인해 소켓에 지속적인 진동 및 마찰이 증가하여 (접촉 저항이 증가) 소켓에 열과 아크가 발생하여 24V 소켓이 과열 될 수 있습니다.
만트럭버스코리아(주),TGX 트랙터,2023-06-13,2023-09-25,2025-04-30,규격에 맞지 않거나 불량 시가 커넥터를 사용시에 접촉 불량으로 인해 소켓에 지속적인 진동 및 마찰이 증가하여 (접촉 저항이 증가) 소켓에 열과 아크가 발생하여 24V 소켓이 과열 될 수 있습니다.
만트럭버스코리아(주),TGX 카고,2023-07-17,2023-10-20,2025-04-30,규격에 맞지 않거나 불량 시가 커넥터를 사용시에 접촉 불량으로 인해 소켓에 지속적인 진동 및 마찰이 증가하여 (접촉 저항이 증가) 소켓에 열과 아크가 발생하여 24V 소켓이 과열 될 수 있습니다.
(주)볼보자동차코리아,S90,2016-05-11,2024-12-07,2025-05-02,사고기록장치 소프트웨어의 설정 오류로 인해 기록항목 중 일부 운행정보 기록시간이 국내기준(자동차 및 자동차부품의 성능과 기준에 관한 규칙 제56조의2)에 부합하지 않음이 확인됨.
(주)볼보자동차코리아,V90CC,2016-12-15,2024-11-27,2025-05-02,사고기록장치 소프트웨어의 설정 오류로 인해 기록항목 중 일부 운행정보 기록시간이 국내기준(자동차 및 자동차부품의 성능과 기준에 관한 규칙 제56조의2)에 부합하지 않음이 확인됨.
(주)볼보자동차코리아,S60,2019-05-17,2024-06-11,2025-05-02,사고기록장치 소프트웨어의 설정 오류로 인해 기록항목 중 일부 운행정보 기록시간이 국내기준(자동차 및 자동차부품의 성능과 기준에 관한 규칙 제56조의2)에 부합하지 않음이 확인됨.
(주)볼보자동차코리아,V60CC,2018-11-05,2024-08-20,2025-05-02,사고기록장치 소프트웨어의 설정 오류로 인해 기록항목 중 일부 운행정보 기록시간이 국내기준(자동차 및 자동차부품의 성능과 기준에 관한 규칙 제56조의2)에 부합하지 않음이 확인됨.
(주)볼보자동차코리아,XC60,2017-04-25,2024-11-12,2025-05-02,사고기록장치 소프트웨어의 설정 오류로 인해 기록항목 중 일부 운행정보 기록시간이 국내기준(자동차 및 자동차부품의 성능과 기준에 관한 규칙 제56조의2)에 부합하지 않음이 확인됨.
(주)볼보자동차코리아,XC90,2015-12-04,2024-11-12,2025-05-02,사고기록장치 소프트웨어의 설정 오류로 인해 기록항목 중 일부 운행정보 기록시간이 국내기준(자동차 및 자동차부품의 성능과 기준에 관한 규칙 제56조의2)에 부합하지 않음이 확인됨.
(주)볼보자동차코리아,XC40,2018-04-25,2024-10-08,2025-05-02,사고기록장치 소프트웨어의 설정 오류로 인해 기록항목 중 일부 운행정보 기록시간이 국내기준(자동차 및 자동차부품의 성능과 기준에 관한 규칙 제56조의2)에 부합하지 않음이 확인됨.
(주)볼보자동차코리아,C40,2022-01-05,2023-12-19,2025-05-02,사고기록장치 소프트웨어의 설정 오류로 인해 기록항목 중 일부 운행정보 기록시간이 국내기준(자동차 및 자동차부품의 성능과 기준에 관한 규칙 제56조의2)에 부합하지 않음이 확인됨.
혼다코리아(주),ACCORD,2008-10-16,2008-10-16,2025-05-02,"2024년 12월 ACCORD 등 7차종 모델 12,713대 대상으로 시행했던 리콜의 대상 확대 건이다. (수년간의 시장조사 및 분석 결과 시정조치 대상 이외의 차량에서도 증상이 발생할 수 있다고 판단하여 해당 연료펌프가 장착된 모든 차량을 시정조치 대상으로 지정함) 2. 연료펌프 내부에 부적절하게 제작된 저밀도의 임펠러가 조립되어 임펠러 표면에 크랙이 발생할 수 있고, 차량 사용 중 크랙 부분에 연료가 침투하여 고온 환경에서 팽창에 의해 임펠러가 변형되어 펌프 내부 커버와의 접촉으로 인해 연료펌프 모터가 손상될 수 있다."
혼다코리아(주),ACCORD,2013-03-05,2017-06-29,2025-05-02,"2024년 12월 ACCORD 등 7차종 모델 12,713대 대상으로 시행했던 리콜의 대상 확대 건이다. (수년간의 시장조사 및 분석 결과 시정조치 대상 이외의 차량에서도 증상이 발생할 수 있다고 판단하여 해당 연료펌프가 장착된 모든 차량을 시정조치 대상으로 지정함) 2. 연료펌프 내부에 부적절하게 제작된 저밀도의 임펠러가 조립되어 임펠러 표면에 크랙이 발생할 수 있고, 차량 사용 중 크랙 부분에 연료가 침투하여 고온 환경에서 팽창에 의해 임펠러가 변형되어 펌프 내부 커버와의 접촉으로 인해 연료펌프 모터가 손상될 수 있다."
혼다코리아(주),ACCORD,2012-10-31,2016-06-13,2025-05-02,"2024년 12월 ACCORD 등 7차종 모델 12,713대 대상으로 시행했던 리콜의 대상 확대 건이다. (수년간의 시장조사 및 분석 결과 시정조치 대상 이외의 차량에서도 증상이 발생할 수 있다고 판단하여 해당 연료펌프가 장착된 모든 차량을 시정조치 대상으로 지정함) 2. 연료펌프 내부에 부적절하게 제작된 저밀도의 임펠러가 조립되어 임펠러 표면에 크랙이 발생할 수 있고, 차량 사용 중 크랙 부분에 연료가 침투하여 고온 환경에서 팽창에 의해 임펠러가 변형되어 펌프 내부 커버와의 접촉으로 인해 연료펌프 모터가 손상될 수 있다."
혼다코리아(주),ACCORD,2017-11-07,2019-07-30,2025-05-02,"2024년 12월 ACCORD 등 7차종 모델 12,713대 대상으로 시행했던 리콜의 대상 확대 건이다. (수년간의 시장조사 및 분석 결과 시정조치 대상 이외의 차량에서도 증상이 발생할 수 있다고 판단하여 해당 연료펌프가 장착된 모든 차량을 시정조치 대상으로 지정함) 2. 연료펌프 내부에 부적절하게 제작된 저밀도의 임펠러가 조립되어 임펠러 표면에 크랙이 발생할 수 있고, 차량 사용 중 크랙 부분에 연료가 침투하여 고온 환경에서 팽창에 의해 임펠러가 변형되어 펌프 내부 커버와의 접촉으로 인해 연료펌프 모터가 손상될 수 있다."
